"","prey_time","prey_pop","pred_time","pred_pop","start","end","c_prey","c_pred","window","dilution.rate","Source"
"879","19.5","127.7",19.5,35.35,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"880","20","206.9",20,41.1,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"881","20.5","309.9",20.5,52.62,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"882","21","156.5",21,120.2,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"883","21.5","63.3",21.5,112.8,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"884","22","77.29",22,92.14,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"885","22.5","45.11",22.5,65.72,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"886","23","57.45",23,33.54,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"887","23.5","69.8",23.5,21.14,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"888","24","121.7",24,17.82,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"889","24.5","185.2",24.5,26.04,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"890","25","175.3",25,65.61,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"891","25.5","139",25.5,76.3,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"892","26","77.11",26,96.07,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"893","26.5","57.29",26.5,68.84,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"894","27","54.79",27,54.79,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"895","27.5","75.38",27.5,35.8,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"896","28","87.73",28,32.48,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"897","28.5","136.4",28.5,24.21,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"898","29","290.6",29,35.73,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"899","29.5","345.8",29.5,55.5,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"900","30","271.6",30,93.41,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"901","30.5","156.1",30.5,117.3,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"902","31","71.1",31,95.02,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"903","31.5","43.86",31.5,85.92,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"904","32","30.64",32,82.6,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"905","32.5","35.56",32.5,66.08,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"906","33","52.03",33,63.58,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"907","33.5","37.99",33.5,37.99,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"908","34","62.71",34,25.6,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"909","34.5","103.9",34.5,23.1,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"910","35","187.2",35,37.09,NA,NA,"","",NA,NA,"Veilleux 1976 set C.csv"
"911","1","5.05",1,1.81,0.08,2,"2","6",50,0.69,"Yoshida 2003.csv"
"912","2","3.24",2,4.31,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"913","3","1.44",3,9.19,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"914","4","0.11",4,9.4,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"915","5","0.045",5,13.4,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"916","6","0.14",6,6.6,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"917","7","1.1",7,4.19,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"918","8","0.805",8,10.4,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"919","9","0.665",9,9.4,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"920","10","1.435",10,5.4,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"921","11","1.815",11,6.8,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"922","12","2.61",12,4.25,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"923","13","2.515",13,5.69,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"924","14","2.495",14,9,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"925","15","3.155",15,11.54,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"926","16","2.95",16,4.67,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"927","17","2.13",17,9.23,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"928","18","2.345",18,11.25,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"929","19","2.205",19,11.88,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"930","20","1.655",20,7.57,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"931","21","1.43",21,8.4,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"932","22","1.355",22,10.38,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"933","23","0.82",23,10.2,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"934","24","0.705",24,13.1,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"935","25","0.7",25,8.6,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"936","26","0.76",26,19.5,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"937","27","1.04",27,13.69,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"938","28","1.275",28,14.38,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"939","29","1.595",29,7.63,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"940","30","1.985",30,8.81,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"941","31","1.945",31,8.13,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"942","32","2.54",32,8.81,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"943","33","2.8",33,6.44,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"944","34","2.89",34,7.56,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"945","35","2.84",35,5.31,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"946","36","2.95",36,3.19,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"947","37","3.045",37,6.5,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"948","38","2.6",38,11.13,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"949","39","2.065",39,14.44,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"950","40","1.44",40,8.06,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"951","41","1.445",41,6.06,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"952","42","1.28",42,13.75,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"953","43","1.375",43,14.06,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"954","44","1.075",44,7.81,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"955","45","0.915",45,17.28,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"956","46","0.7",46,10.19,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"957","47","0.605",47,10.25,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"958","48","0.895",48,12,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"959","49","0.91",49,22.25,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"960","50","0.955",50,12.81,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"961","51","0.66",51,14.13,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"962","52","0.69",52,22.44,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"963","53","0.63",53,17,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"964","54","0.82",54,10.63,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"965","55","0.6",55,7.5,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"966","56","1.02",56,13.44,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"967","57","1.65",57,9.5,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"968","58","2.4",58,7.44,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"969","59","2.65",59,4.69,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"970","60","2.81",60,9.44,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"971","61","2.7",61,7.44,NA,NA,"","",NA,NA,"Yoshida 2003.csv"
"972","1","4.82",1,0.46,0.16,2,"2","6",33,0.84,"Yoshida 2007.csv"
"973","2","5.13",2,0,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"974","3","3.54",3,0,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"975","4","3.84",4,0.09,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"976","5","3.01",5,0.49,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"977","6","3.27",6,5.1,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"978","7","1.93",7,11.05,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"979","8","0.4",8,16.29,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"980","9","0.07",9,7.17,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"981","10","0.11",10,1.8,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"982","11","0.37",11,0.35,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"983","12","0.27",12,0.28,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"984","13","1.46",13,0.61,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"985","14","3.52",14,0.44,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"986","15","4.62",15,1.66,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"987","16","4.41",16,2.96,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"988","17","3.84",17,5.95,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"989","18","1.87",18,8.81,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"990","19","0.27",19,14.87,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"991","20","0.15",20,3.5,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"992","21","0.37",21,0.81,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"993","22","0.14",22,0.74,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"994","23","0.56",23,0.44,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"995","24","3.76",24,1.4,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"996","25","4.03",25,1.43,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"997","26","3.71",26,1.67,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"998","27","2.97",27,4.79,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"999","28","2.12",28,4.47,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1000","29","1.08",29,9.59,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1001","30","0.18",30,19.18,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1002","31","1.21",31,18.8,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1003","32","0.46",32,15.4,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1004","33","0.29",33,5.1,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1005","34","0.31",34,2.36,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1006","35","0.63",35,1.8,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1007","36","0.66",36,1.74,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1008","37","0.99",37,1.01,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1009","38","1.3",38,0.85,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1010","39","1.86",39,2.45,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1011","40","1.97",40,1.08,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1012","41","1.95",41,3.39,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1013","42","2.02",42,4.22,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1014","43","1.55",43,4.83,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1015","44","1.07",44,9.91,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1016","45","0.66",45,12.87,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1017","46","0.45",46,13.26,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1018","47","0.51",47,9.26,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1019","48","0.48",48,12.05,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1020","49","0.7",49,8.03,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1021","50","0.59",50,8.9,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1022","51","0.82",51,8.55,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1023","52","0.61",52,6.88,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1024","53","0.8",53,7.84,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1025","54","0.61",54,7.95,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1026","55","0.81",55,8.24,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1027","56","0.85",56,10.4,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1028","57","0.79",57,11.25,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1029","58","0.67",58,11.08,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1030","59","0.64",59,11.39,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1031","60","0.85",60,12.86,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1032","61","0.92",61,12.14,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1033","62","0.77",62,8.82,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1034","63","0.88",63,9.37,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1035","64","0.52",64,9.82,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1036","65","0.69",65,8.25,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1037","66","0.79",66,6.26,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1038","67","0.89",67,8.81,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1039","68","0.99",68,7.78,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1040","69","0.75",69,11.6,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1041","70","0.76",70,12.5,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1042","71","0.95",71,11.49,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
"1043","72","0.58",72,10.37,NA,NA,"","",NA,NA,"Yoshida 2007.csv"
