ASSESSID,TSYEAR,PT_AVAIL,SSB,R,TOTAL,F,CPUE,CATCH_LANDINGS
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1936,5,630416,52326.9,,0.0370214,,23162
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1937,5,611730,52182.4,,0.0243946,,14823
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1938,5,595845,51969.8,,0.0349132,,20640
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1939,5,575019,51774.2,,0.0445806,,25406
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1940,5,551349,51499.7,,0.0490079,,26762
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1941,5,517571,51158.3,,0.0995626,,50796
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1942,5,468693,50626,,0.121287,,55892
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1943,5,421056,49751.4,,0.11685,,48348
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1944,5,377730,48724.2,,0.136228,,50439
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1945,5,339493,47528,,0.11382,,37912
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1946,5,307277,45777.9,,0.141126,,42423
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1947,5,274346,45641.2,,0.149861,,40160
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1948,5,241919,45424.5,,0.185337,,43631
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1949,5,213686,42589.2,,0.14757,,30743
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1950,5,191539,41044.3,,0.184425,,34307
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1951,5,169645,39736.7,,0.182792,,30077
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1952,5,153992,36567.6,,0.142785,,21377
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1953,5,145259,42706.9,,0.118622,,16791
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1954,5,140868,38985,,0.0943276,,12988
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1955,5,138484,42419.1,,0.102695,,13914
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1956,5,135554,36063.3,,0.108495,,14388
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1957,5,130763,37748.1,,0.145145,,18490
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1958,5,124627,39862.9,,0.132158,,16047
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1959,5,119992,33386.2,,0.132998,,15521
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1960,5,117277,41037.2,,0.0994072,,11375
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1961,5,115820,31020.4,,0.125001,,14101
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1962,5,112806,45024.2,,0.128569,,14134
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1963,5,111311,28797,,0.0923007,,10046
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1964,5,112799,52268.9,,0.0753124,,8313
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1965,5,115510,33641.7,,0.071137,,8057
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1966,5,118339,18664,,0.0739233,,8569
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1967,5,120076,4693.57,,0.0923968,,10864
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1968,5,121974,3450.28,,0.0565511,,6777
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1969,5,123597,1633.2,,0.101947,,12455
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1970,5,119361,1991.1,,0.141265,,16741
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1971,5,109776,2118.14,,0.182919,,20034
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1972,5,96844.1,133832,,0.196333,,19095
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1973,5,83568.6,4977.78,,0.207792,,17360
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1974,5,73439.2,2321.25,,0.145073,,10471
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1975,5,67286.8,1437.55,,0.167227,,10572
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1976,5,61981,1400.21,,0.188335,,10696
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1977,5,56638.7,879.565,,0.246385,,13223
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1978,5,49717,1109.6,,0.303262,,14083
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1979,5,41128.7,28232.9,,0.364648,,14755
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1980,5,32701.4,1064.72,,0.301533,,10183
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1981,5,26352.5,2003.7,,0.299575,,7915
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1982,5,20941.9,9991.06,,0.343829,,6903
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1983,5,16583.5,13163.5,,0.345944,,5328
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1984,5,13386.5,3722.92,,0.382745,,4793
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1985,5,10736.9,5884.9,,0.447507,,4282
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1986,5,8954.26,19169.4,,0.363824,,2929
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1987,5,8350.72,17385.6,,0.244977,,1894
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1988,5,8728.63,11065,,0.14831,,1177
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1989,5,9957.03,12846.8,,0.0759009,,669
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1990,5,11874.6,11647.8,,0.0596688,,639
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1991,5,11208.9,13727.3,,0.810317,,2039
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1992,5,9921.22,55923.2,,0.113762,,978
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1993,5,12066,80778.6,,0.106902,,1046
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1994,5,12015.4,41608.1,,0.818588,,546
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1995,5,12366.3,45975.1,,0.0737693,,631
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1996,5,17675.1,37073,,0.0579532,,689
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1997,5,25225.4,36471.5,,0.0222713,,432
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1998,5,35062,51554.2,,0.0244263,,586
NEFSC-ACADREDGOMGB-1913-2007-MILLER,1999,5,46798.9,74059,,0.00905789,,383
NEFSC-ACADREDGOMGB-1913-2007-MILLER,2000,5,60380.8,195407,,0.00849867,,488
NEFSC-ACADREDGOMGB-1913-2007-MILLER,2001,5,75578.1,80932,,0.0100002,,728
NEFSC-ACADREDGOMGB-1913-2007-MILLER,2002,5,92938.5,189572,,0.0055358,,494
NEFSC-ACADREDGOMGB-1913-2007-MILLER,2003,5,113478,56254.6,,0.00530315,,564
NEFSC-ACADREDGOMGB-1913-2007-MILLER,2004,5,137858,132153,,0.00408046,,523
NEFSC-ACADREDGOMGB-1913-2007-MILLER,2005,5,166468,103773,,0.00424967,,665
NEFSC-ACADREDGOMGB-1913-2007-MILLER,2006,5,199012,59299.5,,0.00344785,,648
NEFSC-ACADREDGOMGB-1913-2007-MILLER,2007,5,234609,206252,,0.005,,1160
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1960,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1961,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1962,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1963,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1964,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1965,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1966,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1967,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1968,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1969,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1970,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1971,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1972,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1973,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1974,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1975,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1976,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1977,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1978,8,,,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1979,8,,50300.16,,,,
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1980,8,36806.95,26026.7,52640.22,0.44,,14442.05
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1981,8,28189.59,20848.75,43251.89,0.38,,13186.11
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1982,8,24721.99,24665.77,41104.91,0.7,,15566.81
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1983,8,20804.89,15519.75,33670.25,0.69,,13721.04
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1984,8,18473.84,19011.77,26761.48,0.52,,10761.25
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1985,8,11214.95,23601.98,16788.17,0.87,,7306.19
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1986,8,8182.8,41613.16,12219.75,0.66,,4796.33
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1987,8,8309.89,53494.2,11920.71,0.51,,4311.73
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1988,8,8393.36,20980.75,12623.46,0.37,,3839.47
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1989,8,7880.98,21647.86,12591.28,0.47,,3536.45
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1990,8,8162.11,22668.13,13010.45,0.38,,3931.53
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1991,8,10721.71,25136.51,15629.83,0.36,,6060.46
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1992,8,11571.99,39652.84,16036.8,0.46,,7033.84
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1993,8,10207.59,38756.15,14996.91,0.62,,6117.7
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1994,8,9904.53,26618.99,15203.09,0.84,,5624.25
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1995,8,8014.35,24200.84,13223.53,0.9,,5443.84
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1996,8,8503.04,21348.16,13477.2,0.6,,4828.96
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1997,8,10285.17,16742.53,15122.03,0.5,,4633.99
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1998,8,11260.83,26463.56,15587.99,0.53,,4383.29
NEFSC-AMPL5YZ-1960-2008-OBRIEN,1999,8,9764.06,16173.1,13509.11,0.58,,3929.01
NEFSC-AMPL5YZ-1960-2008-OBRIEN,2000,8,10512.18,12409.45,14210.23,0.53,,4582.81
NEFSC-AMPL5YZ-1960-2008-OBRIEN,2001,8,10647.87,28386.72,14426,0.57,,4799.89
NEFSC-AMPL5YZ-1960-2008-OBRIEN,2002,8,9183.34,22482.65,12419.25,0.49,,3764.4
NEFSC-AMPL5YZ-1960-2008-OBRIEN,2003,8,8843.35,36845.86,12600.45,0.48,,2801.6
NEFSC-AMPL5YZ-1960-2008-OBRIEN,2004,8,8560.17,42695.99,11431.53,0.32,,2022.79
NEFSC-AMPL5YZ-1960-2008-OBRIEN,2005,8,9266.34,51396.5,12170.74,0.16,,1555.68
NEFSC-AMPL5YZ-1960-2008-OBRIEN,2006,8,11798.73,23486.86,15664.03,0.13,,1338.33
NEFSC-AMPL5YZ-1960-2008-OBRIEN,2007,8,15659.02,42084.33,21192.91,0.06,,1226.17
NEFSC-AMPL5YZ-1960-2008-OBRIEN,2008,8,,,24917.72,,,
NEFSC-ATHAL5YZ-1800-2007-COL,1800,4,,,97018.46,0,,
NEFSC-ATHAL5YZ-1800-2007-COL,1801,4,,,97008.46,0,,
NEFSC-ATHAL5YZ-1800-2007-COL,1802,4,,,96989.92,0,,
NEFSC-ATHAL5YZ-1800-2007-COL,1803,4,,,96964.09,0,,
NEFSC-ATHAL5YZ-1800-2007-COL,1804,4,,,96935.03,0.001,,
NEFSC-ATHAL5YZ-1800-2007-COL,1805,4,,,96843.22,0.002,,
NEFSC-ATHAL5YZ-1800-2007-COL,1806,4,,,96697.79,0.002,,
NEFSC-ATHAL5YZ-1800-2007-COL,1807,4,,,96506.52,0.003,,
NEFSC-ATHAL5YZ-1800-2007-COL,1808,4,,,96275.97,0.004,,
NEFSC-ATHAL5YZ-1800-2007-COL,1809,4,,,96011.69,0.005,,
NEFSC-ATHAL5YZ-1800-2007-COL,1810,4,,,95718.35,0.005,,
NEFSC-ATHAL5YZ-1800-2007-COL,1811,4,,,95399.88,0.006,,
NEFSC-ATHAL5YZ-1800-2007-COL,1812,4,,,95059.57,0.007,,
NEFSC-ATHAL5YZ-1800-2007-COL,1813,4,,,94700.17,0.007,,
NEFSC-ATHAL5YZ-1800-2007-COL,1814,4,,,94324.01,0.008,,
NEFSC-ATHAL5YZ-1800-2007-COL,1815,4,,,93933,0.009,,
NEFSC-ATHAL5YZ-1800-2007-COL,1816,4,,,93528.74,0.01,,
NEFSC-ATHAL5YZ-1800-2007-COL,1817,4,,,93112.59,0.01,,
NEFSC-ATHAL5YZ-1800-2007-COL,1818,4,,,92685.64,0.011,,
NEFSC-ATHAL5YZ-1800-2007-COL,1819,4,,,92248.8,0.012,,
NEFSC-ATHAL5YZ-1800-2007-COL,1820,4,,,91802.85,0.013,,
NEFSC-ATHAL5YZ-1800-2007-COL,1821,4,,,91348.38,0.014,,
NEFSC-ATHAL5YZ-1800-2007-COL,1822,4,,,90885.89,0.014,,
NEFSC-ATHAL5YZ-1800-2007-COL,1823,4,,,90415.8,0.015,,
NEFSC-ATHAL5YZ-1800-2007-COL,1824,4,,,89938.41,0.016,,
NEFSC-ATHAL5YZ-1800-2007-COL,1825,4,,,89453.98,0.017,,
NEFSC-ATHAL5YZ-1800-2007-COL,1826,4,,,88962.68,0.018,,
NEFSC-ATHAL5YZ-1800-2007-COL,1827,4,,,88464.64,0.019,,
NEFSC-ATHAL5YZ-1800-2007-COL,1828,4,,,87959.95,0.019,,
NEFSC-ATHAL5YZ-1800-2007-COL,1829,4,,,87448.65,0.02,,
NEFSC-ATHAL5YZ-1800-2007-COL,1830,4,,,86930.75,0.021,,
NEFSC-ATHAL5YZ-1800-2007-COL,1831,4,,,86406.22,0.022,,
NEFSC-ATHAL5YZ-1800-2007-COL,1832,4,,,85875.02,0.023,,
NEFSC-ATHAL5YZ-1800-2007-COL,1833,4,,,85337.07,0.024,,
NEFSC-ATHAL5YZ-1800-2007-COL,1834,4,,,84792.26,0.025,,
NEFSC-ATHAL5YZ-1800-2007-COL,1835,4,,,84240.47,0.026,,
NEFSC-ATHAL5YZ-1800-2007-COL,1836,4,,,83681.57,0.027,,
NEFSC-ATHAL5YZ-1800-2007-COL,1837,4,,,83115.38,0.028,,
NEFSC-ATHAL5YZ-1800-2007-COL,1838,4,,,82541.72,0.029,,
NEFSC-ATHAL5YZ-1800-2007-COL,1839,4,,,81960.41,0.03,,
NEFSC-ATHAL5YZ-1800-2007-COL,1840,4,,,81371.21,0.031,,
NEFSC-ATHAL5YZ-1800-2007-COL,1841,4,,,80773.88,0.032,,
NEFSC-ATHAL5YZ-1800-2007-COL,1842,4,,,80168.18,0.033,,
NEFSC-ATHAL5YZ-1800-2007-COL,1843,4,,,79553.83,0.034,,
NEFSC-ATHAL5YZ-1800-2007-COL,1844,4,,,78930.52,0.035,,
NEFSC-ATHAL5YZ-1800-2007-COL,1845,4,,,78297.95,0.036,,
NEFSC-ATHAL5YZ-1800-2007-COL,1846,4,,,77655.77,0.038,,
NEFSC-ATHAL5YZ-1800-2007-COL,1847,4,,,77003.63,0.039,,
NEFSC-ATHAL5YZ-1800-2007-COL,1848,4,,,76341.13,0.04,,
NEFSC-ATHAL5YZ-1800-2007-COL,1849,4,,,75667.86,0.041,,
NEFSC-ATHAL5YZ-1800-2007-COL,1850,4,,,74983.39,0.042,,
NEFSC-ATHAL5YZ-1800-2007-COL,1851,4,,,74287.24,0.044,,
NEFSC-ATHAL5YZ-1800-2007-COL,1852,4,,,73578.9,0.045,,
NEFSC-ATHAL5YZ-1800-2007-COL,1853,4,,,72857.83,0.046,,
NEFSC-ATHAL5YZ-1800-2007-COL,1854,4,,,72123.47,0.048,,
NEFSC-ATHAL5YZ-1800-2007-COL,1855,4,,,71375.18,0.049,,
NEFSC-ATHAL5YZ-1800-2007-COL,1856,4,,,70612.3,0.051,,
NEFSC-ATHAL5YZ-1800-2007-COL,1857,4,,,69834.12,0.052,,
NEFSC-ATHAL5YZ-1800-2007-COL,1858,4,,,69039.87,0.054,,
NEFSC-ATHAL5YZ-1800-2007-COL,1859,4,,,68228.71,0.056,,
NEFSC-ATHAL5YZ-1800-2007-COL,1860,4,,,67399.76,0.057,,
NEFSC-ATHAL5YZ-1800-2007-COL,1861,4,,,66552.03,0.059,,
NEFSC-ATHAL5YZ-1800-2007-COL,1862,4,,,65684.48,0.061,,
NEFSC-ATHAL5YZ-1800-2007-COL,1863,4,,,64795.98,0.063,,
NEFSC-ATHAL5YZ-1800-2007-COL,1864,4,,,63885.28,0.065,,
NEFSC-ATHAL5YZ-1800-2007-COL,1865,4,,,62951.03,0.067,,
NEFSC-ATHAL5YZ-1800-2007-COL,1866,4,,,61991.76,0.069,,
NEFSC-ATHAL5YZ-1800-2007-COL,1867,4,,,61005.86,0.071,,
NEFSC-ATHAL5YZ-1800-2007-COL,1868,4,,,59991.55,0.073,,
NEFSC-ATHAL5YZ-1800-2007-COL,1869,4,,,58946.9,0.076,,
NEFSC-ATHAL5YZ-1800-2007-COL,1870,4,,,57869.75,0.078,,
NEFSC-ATHAL5YZ-1800-2007-COL,1871,4,,,56757.74,0.081,,
NEFSC-ATHAL5YZ-1800-2007-COL,1872,4,,,55608.23,0.084,,
NEFSC-ATHAL5YZ-1800-2007-COL,1873,4,,,54418.31,0.087,,
NEFSC-ATHAL5YZ-1800-2007-COL,1874,4,,,53184.72,0.09,,
NEFSC-ATHAL5YZ-1800-2007-COL,1875,4,,,51903.8,0.094,,
NEFSC-ATHAL5YZ-1800-2007-COL,1876,4,,,50571.46,0.097,,
NEFSC-ATHAL5YZ-1800-2007-COL,1877,4,,,49183.08,0.102,,
NEFSC-ATHAL5YZ-1800-2007-COL,1878,4,,,47733.42,0.106,,
NEFSC-ATHAL5YZ-1800-2007-COL,1879,4,,,46216.54,0.111,,
NEFSC-ATHAL5YZ-1800-2007-COL,1880,4,,,44625.64,0.116,,
NEFSC-ATHAL5YZ-1800-2007-COL,1881,4,,,42952.94,0.123,,
NEFSC-ATHAL5YZ-1800-2007-COL,1882,4,,,41189.44,0.129,,
NEFSC-ATHAL5YZ-1800-2007-COL,1883,4,,,39324.72,0.137,,
NEFSC-ATHAL5YZ-1800-2007-COL,1884,4,,,37346.63,0.146,,
NEFSC-ATHAL5YZ-1800-2007-COL,1885,4,,,35240.89,0.157,,
NEFSC-ATHAL5YZ-1800-2007-COL,1886,4,,,32990.62,0.17,,
NEFSC-ATHAL5YZ-1800-2007-COL,1887,4,,,30575.73,0.185,,
NEFSC-ATHAL5YZ-1800-2007-COL,1888,4,,,27972.11,0.205,,
NEFSC-ATHAL5YZ-1800-2007-COL,1889,4,,,25150.56,0.231,,
NEFSC-ATHAL5YZ-1800-2007-COL,1890,4,,,22075.36,0.266,,
NEFSC-ATHAL5YZ-1800-2007-COL,1891,4,,,18702.42,0.317,,
NEFSC-ATHAL5YZ-1800-2007-COL,1892,4,,,14976.62,0.401,,
NEFSC-ATHAL5YZ-1800-2007-COL,1893,4,,,10828.19,0.074,,797.65
NEFSC-ATHAL5YZ-1800-2007-COL,1894,4,,,11436.94,0.086,,983.28
NEFSC-ATHAL5YZ-1800-2007-COL,1895,4,,,11928.62,0.411,,4898.91
NEFSC-ATHAL5YZ-1800-2007-COL,1896,4,,,8559.26,0.669,,5724.72
NEFSC-ATHAL5YZ-1800-2007-COL,1897,4,,,3975.5,0.215,,854.98
NEFSC-ATHAL5YZ-1800-2007-COL,1898,4,,,3677.92,0.179,,657.85
NEFSC-ATHAL5YZ-1800-2007-COL,1899,4,,,3537.4,0.134,,474.73
NEFSC-ATHAL5YZ-1800-2007-COL,1900,4,,,3560.98,0.108,,385.75
NEFSC-ATHAL5YZ-1800-2007-COL,1901,4,,,3676.75,0.091,,334.76
NEFSC-ATHAL5YZ-1800-2007-COL,1902,4,,,3859.16,0.111,,428.07
NEFSC-ATHAL5YZ-1800-2007-COL,1903,4,,,3972.85,0.147,,585.54
NEFSC-ATHAL5YZ-1800-2007-COL,1904,4,,,3944.36,0.098,,387.25
NEFSC-ATHAL5YZ-1800-2007-COL,1905,4,,,4110.33,0.165,,676.52
NEFSC-ATHAL5YZ-1800-2007-COL,1906,4,,,4009.29,0.158,,632.19
NEFSC-ATHAL5YZ-1800-2007-COL,1907,4,,,3939.03,0.132,,521.38
NEFSC-ATHAL5YZ-1800-2007-COL,1908,4,,,3970.15,0.262,,1039.27
NEFSC-ATHAL5YZ-1800-2007-COL,1909,4,,,3487.57,0.065,,225.12
NEFSC-ATHAL5YZ-1800-2007-COL,1910,4,,,3754.01,0.102,,383.75
NEFSC-ATHAL5YZ-1800-2007-COL,1911,4,,,3897.86,0.116,,453.73
NEFSC-ATHAL5YZ-1800-2007-COL,1912,4,,,3991.1,0.134,,536.55
NEFSC-ATHAL5YZ-1800-2007-COL,1913,4,,,4014.05,0.117,,468.9
NEFSC-ATHAL5YZ-1800-2007-COL,1914,4,,,4107.73,0.093,,383.75
NEFSC-ATHAL5YZ-1800-2007-COL,1915,4,,,4299.1,0.091,,391.91
NEFSC-ATHAL5YZ-1800-2007-COL,1916,4,,,4507.86,0.124,,557.54
NEFSC-ATHAL5YZ-1800-2007-COL,1917,4,,,4578.75,0.075,,341.76
NEFSC-ATHAL5YZ-1800-2007-COL,1918,4,,,4874.81,0.09,,437.4
NEFSC-ATHAL5YZ-1800-2007-COL,1919,4,,,5114.3,0.114,,580.87
NEFSC-ATHAL5YZ-1800-2007-COL,1920,4,,,5241.72,0.199,,1045.1
NEFSC-ATHAL5YZ-1800-2007-COL,1921,4,,,4921.56,0.163,,803.65
NEFSC-ATHAL5YZ-1800-2007-COL,1922,4,,,4800.94,0.169,,809.49
NEFSC-ATHAL5YZ-1800-2007-COL,1923,4,,,4658.62,0.127,,592.53
NEFSC-ATHAL5YZ-1800-2007-COL,1924,4,,,4714.47,0.152,,718.51
NEFSC-ATHAL5YZ-1800-2007-COL,1925,4,,,4651.72,0.211,,983.28
NEFSC-ATHAL5YZ-1800-2007-COL,1926,4,,,4315.91,0.255,,1101.09
NEFSC-ATHAL5YZ-1800-2007-COL,1927,4,,,3817.74,0.254,,969.28
NEFSC-ATHAL5YZ-1800-2007-COL,1928,4,,,3384.65,0.269,,910.96
NEFSC-ATHAL5YZ-1800-2007-COL,1929,4,,,2951.26,0.225,,664.85
NEFSC-ATHAL5YZ-1800-2007-COL,1930,4,,,2704.76,0.309,,835.15
NEFSC-ATHAL5YZ-1800-2007-COL,1931,4,,,2254.02,0.264,,596.03
NEFSC-ATHAL5YZ-1800-2007-COL,1932,4,,,1979.87,0.261,,516.72
NEFSC-ATHAL5YZ-1800-2007-COL,1933,4,,,1746.7,0.186,,325.43
NEFSC-ATHAL5YZ-1800-2007-COL,1934,4,,,1672.04,0.134,,223.95
NEFSC-ATHAL5YZ-1800-2007-COL,1935,4,,,1688.33,0.202,,340.59
NEFSC-ATHAL5YZ-1800-2007-COL,1936,4,,,1590.28,0.274,,436.24
NEFSC-ATHAL5YZ-1800-2007-COL,1937,4,,,1382.73,0.158,,218.12
NEFSC-ATHAL5YZ-1800-2007-COL,1938,4,,,1363.89,0.125,,170.3
NEFSC-ATHAL5YZ-1800-2007-COL,1939,4,,,1390.19,0.104,,144.63
NEFSC-ATHAL5YZ-1800-2007-COL,1940,4,,,1445.89,0.403,,582.04
NEFSC-ATHAL5YZ-1800-2007-COL,1941,4,,,1072.1,0.158,,169.13
NEFSC-ATHAL5YZ-1800-2007-COL,1942,4,,,1057.97,0.276,,291.6
NEFSC-ATHAL5YZ-1800-2007-COL,1943,4,,,919.36,0.096,,88.65
NEFSC-ATHAL5YZ-1800-2007-COL,1944,4,,,963.85,0.093,,89.81
NEFSC-ATHAL5YZ-1800-2007-COL,1945,4,,,1013.55,0.063,,64.15
NEFSC-ATHAL5YZ-1800-2007-COL,1946,4,,,1096.04,0.132,,144.63
NEFSC-ATHAL5YZ-1800-2007-COL,1947,4,,,1109.83,0.208,,230.95
NEFSC-ATHAL5YZ-1800-2007-COL,1948,4,,,1039.28,0.175,,181.96
NEFSC-ATHAL5YZ-1800-2007-COL,1949,4,,,1007.64,0.182,,183.13
NEFSC-ATHAL5YZ-1800-2007-COL,1950,4,,,970.3,0.139,,135.3
NEFSC-ATHAL5YZ-1800-2007-COL,1951,4,,,975.44,0.184,,179.63
NEFSC-ATHAL5YZ-1800-2007-COL,1952,4,,,936.99,0.153,,143.47
NEFSC-ATHAL5YZ-1800-2007-COL,1953,4,,,929.18,0.131,,121.31
NEFSC-ATHAL5YZ-1800-2007-COL,1954,4,,,942.42,0.155,,145.8
NEFSC-ATHAL5YZ-1800-2007-COL,1955,4,,,933.06,0.093,,86.31
NEFSC-ATHAL5YZ-1800-2007-COL,1956,4,,,981.85,0.074,,72.32
NEFSC-ATHAL5YZ-1800-2007-COL,1957,4,,,1051.63,0.089,,93.31
NEFSC-ATHAL5YZ-1800-2007-COL,1958,4,,,1110.4,0.077,,85.15
NEFSC-ATHAL5YZ-1800-2007-COL,1959,4,,,1185.73,0.058,,68.82
NEFSC-ATHAL5YZ-1800-2007-COL,1960,4,,,1288.15,0.057,,73.48
NEFSC-ATHAL5YZ-1800-2007-COL,1961,4,,,1400.49,0.069,,97.15
NEFSC-ATHAL5YZ-1800-2007-COL,1962,4,,,1505.14,0.107,,160.31
NEFSC-ATHAL5YZ-1800-2007-COL,1963,4,,,1561.47,0.127,,198.64
NEFSC-ATHAL5YZ-1800-2007-COL,1964,4,,,1587.44,0.161,,255.14
NEFSC-ATHAL5YZ-1800-2007-COL,1965,4,,,1560.59,0.205,,320.3
NEFSC-ATHAL5YZ-1800-2007-COL,1966,4,,,1464.78,0.205,,300.3
NEFSC-ATHAL5YZ-1800-2007-COL,1967,4,,,1375.39,0.386,,530.97
NEFSC-ATHAL5YZ-1800-2007-COL,1968,4,,,1042.65,0.271,,282.31
NEFSC-ATHAL5YZ-1800-2007-COL,1969,4,,,911.14,0.196,,178.48
NEFSC-ATHAL5YZ-1800-2007-COL,1970,4,,,864.61,0.17,,146.65
NEFSC-ATHAL5YZ-1800-2007-COL,1971,4,,,843.23,0.157,,132.48
NEFSC-ATHAL5YZ-1800-2007-COL,1972,4,,,832.97,0.142,,118.48
NEFSC-ATHAL5YZ-1800-2007-COL,1973,4,,,835.22,0.117,,97.49
NEFSC-ATHAL5YZ-1800-2007-COL,1974,4,,,858.79,0.097,,83.65
